Ticker,Name,"ISIN
"
APA UN Equity,APA Corp,US03743Q1085
AVY UN Equity,Avery Dennison Corp,US0536111091
BHI UN Equity,Baker Hughes Holdings LLC,US0572241075
BALL UN Equity,Ball Corp,US0584981064
BK UN Equity,Bank of New York Mellon Corp/The,US0640581007
BCR UN Equity,CR Bard Inc,US0673831097
BAX UN Equity,Baxter International Inc,US0718131099
BDX UN Equity,Becton Dickinson & Co,US0758871091
BRK/B UN Equity,Berkshire Hathaway Inc,US0846707026
BBY UN Equity,Best Buy Co Inc,US0865161014
HRB UN Equity,H&R Block Inc,US0936711052
BSX UN Equity,Boston Scientific Corp,US1011371077
BMY UN Equity,Bristol-Myers Squibb Co,US1101221083
FBIN UN Equity,Fortune Brands Innovations Inc,US34964C1062
BF/B UN Equity,Brown-Forman Corp,US1156372096
CTRA UN Equity,Coterra Energy Inc,US1270971039
KSU UN Equity,Kansas City Southern/Old,US4851703029
CPB UN Equity,The Campbell's Company,US1344291091
QRVO UW Equity,Qorvo Inc,US74736K1016
CCL UN Equity,Carnival Corp,PA1436583006
LUMN UN Equity,Lumen Technologies Inc,US5502411037
UDR UN Equity,UDR Inc,US9026531049
FTRCQ UW Equity,Frontier Communications Corp,US35906A3068
CLX UN Equity,Clorox Co/The,US1890541097
CMS UN Equity,CMS Energy Corp,US1258961002
CL UN Equity,Colgate-Palmolive Co,US1941621039
CMA UN Equity,Comerica Inc,US2003401070
2326248D UW Equity,CA Inc,US12673P1057
CAG UN Equity,Conagra Brands Inc,US2058871029
ED UN Equity,Consolidated Edison Inc,US2091151041
SLG UN Equity,SL Green Realty Corp,US78440X8873
GLW UN Equity,Corning Inc,US2193501051
CMI UN Equity,Cummins Inc,US2310211063
DHR UN Equity,Danaher Corp,US2358511028
TGT UN Equity,Target Corp,US87612E1064
DE UN Equity,Deere & Co,US2441991054
D UN Equity,Dominion Energy Inc,US25746U1097
DOV UN Equity,Dover Corp,US2600031080
DUK UN Equity,Duke Energy Corp,US26441C2044
ETN UN Equity,Eaton Corp PLC,IE00B8KQN827
ECL UN Equity,Ecolab Inc,US2788651006
RVTY UN Equity,Revvity Inc,US7140461093
EMR UN Equity,Emerson Electric Co,US2910111044
EOG UN Equity,EOG Resources Inc,US26875P1012
AON UN Equity,Aon PLC,IE00BLP1HW54
ETR UN Equity,Entergy Corp,US29364G1031
EFX UN Equity,Equifax Inc,US2944291051
EQT UN Equity,EQT Corp,US26884L1098
1831877D UN Equity,XL Group Ltd,BMG982941046
FDX UN Equity,FedEx Corp,US31428X1063
M UN Equity,Macy's Inc,US55616P1049
FMC UN Equity,FMC Corp,US3024913036
F UN Equity,Ford Motor Co,US3453708600
NEE UN Equity,NextEra Energy Inc,US65339F1012
BEN UN Equity,Franklin Resources Inc,US3546131018
TGNA UN Equity,TEGNA Inc,US87901J1051
GAP UN Equity,Gap Inc/The,US3647601083
GD UN Equity,General Dynamics Corp,US3695501086
GIS UN Equity,General Mills Inc,US3703341046
GPC UN Equity,Genuine Parts Co,US3724601055
GWW UN Equity,WW Grainger Inc,US3848021040
HAL UN Equity,Halliburton Co,US4062161017
HOG UN Equity,Harley-Davidson Inc,US4128221086
LHX UN Equity,L3Harris Technologies Inc,US5024311095
DOC UN Equity,Healthpeak Properties Inc,US42250P1030
HP UN Equity,Helmerich & Payne Inc,US4234521015
FTV UN Equity,Fortive Corp,US34959J1088
SYF UN Equity,Synchrony Financial,US87165B1035
HSY UN Equity,Hershey Co/The,US4278661081
HRL UN Equity,Hormel Foods Corp,US4404521001
AJG UN Equity,Arthur J Gallagher & Co,US3635761097
MDLZ UW Equity,Mondelez International Inc,US6092071058
CNP UN Equity,CenterPoint Energy Inc,US15189T1079
WTW UW Equity,Willis Towers Watson PLC,IE00BDB6Q211
HUM UN Equity,Humana Inc,US4448591028
ITW UN Equity,Illinois Tool Works Inc,US4523081093
FL UN Equity,Foot Locker Inc,US3448491049
TT UN Equity,Trane Technologies PLC,IE00BK9ZQ967
IPG UN Equity,Interpublic Group of Cos Inc/The,US4606901001
IFF UN Equity,International Flavors & Fragrances Inc,US4595061015
9990213D UN Equity,Jacobs Engineering Group Inc,US4698141078
HBI UN Equity,Hanesbrands Inc,US4103451021
K UN Equity,Kellanova,US4878361082
KMB UN Equity,Kimberly-Clark Corp,US4943681035
KIM UN Equity,Kimco Realty Corp,US49446R1095
KSS UN Equity,Kohl's Corp,US5002551043
ORCL UN Equity,Oracle Corp,US68389X1054
KR UN Equity,Kroger Co/The,US5010441013
LEG UN Equity,Leggett & Platt Inc,US5246601075
LEN UN Equity,Lennar Corp,US5260571048
JEF UN Equity,Jefferies Financial Group Inc,US47233W1099
LLY UN Equity,Eli Lilly & Co,US5324571083
CHTR UW Equity,Charter Communications Inc,US16119P1084
BBWI UN Equity,Bath & Body Works Inc,US0708301041
LNC UN Equity,Lincoln National Corp,US5341871094
L UN Equity,Loews Corp,US5404241086
LOW UN Equity,Lowe's Cos Inc,US5486611073
XRX UN Equity,Xerox Holdings Corp,US98421M1062
HST UN Equity,Host Hotels & Resorts Inc,US44107P1049
MMC UN Equity,Marsh & McLennan Cos Inc,US5717481023
MAS UN Equity,Masco Corp,US5745991068
MAT UW Equity,Mattel Inc,US5770811025
SPGI UN Equity,S&P Global Inc,US78409V1044
MDT UN Equity,Medtronic PLC,IE00BTN1Y115
CVS UN Equity,CVS Health Corp,US1266501006
MSI UN Equity,Motorola Solutions Inc,US6200763075
MUR UN Equity,Murphy Oil Corp,US6267171022
MYL UW Equity,Mylan NV,NL0011031208
9980328D UN Equity,Laboratory Corp of America Holdings,US50540R4092
NWL UN Equity,Newell Brands Inc,US6512291062
NEM UN Equity,Newmont Corp,US6516391066
TFCFA UW Equity,TFCF Corp,US90130A3095
NKE UN Equity,NIKE Inc,US6541061031
NI UN Equity,NiSource Inc,US65473P1057
NBL UN Equity,Noble Energy Inc,US6550441058
NSC UN Equity,Norfolk Southern Corp,US6558441084
ES UN Equity,Eversource Energy,US30040W1080
NOC UN Equity,Northrop Grumman Corp,US6668071029
WFC UN Equity,Wells Fargo & Co,US9497461015
NUE UN Equity,Nucor Corp,US6703461052
PVH UN Equity,PVH Corp,US6936561009
OXY UN Equity,Occidental Petroleum Corp,US6745991058
OMC UN Equity,Omnicom Group Inc,US6819191064
OKE UN Equity,ONEOK Inc,US6826801036
PCG UN Equity,PG&E Corp,US69331C1080
PH UN Equity,Parker-Hannifin Corp,US7010941042
PPL UN Equity,PPL Corp,US69351T1060
PEP UN Equity,PepsiCo Inc,US7134481081
EXC UN Equity,Exelon Corp,US30161N1019
COP UN Equity,ConocoPhillips,US20825C1045
PHM UN Equity,PulteGroup Inc,US7458671010
PNW UN Equity,Pinnacle West Capital Corp,US7234841010
PNC UN Equity,PNC Financial Services Group Inc/The,US6934751057
PPG UN Equity,PPG Industries Inc,US6935061076
1922150D UN Equity,Linde Inc/CT,US74005P1049
PGR UN Equity,Progressive Corp/The,US7433151039
PEG UN Equity,Public Service Enterprise Group Inc,US7445731067
RTN UN Equity,Raytheon Co,US7551115071
RHI UN Equity,Robert Half Inc,US7703231032
R UN Equity,Ryder System Inc,US7835491082
SLB UN Equity,Schlumberger NV,AN8068571086
SCHW UN Equity,Charles Schwab Corp/The,US8085131055
SHW UN Equity,Sherwin-Williams Co/The,US8243481061
SJM UN Equity,J M Smucker Co/The,US8326964058
AME UN Equity,AMETEK Inc,US0311001004
SNA UN Equity,Snap-on Inc,US8330341012
SO UN Equity,Southern Co/The,US8425871071
TFC UN Equity,Truist Financial Corp,US89832Q1094
LUV UN Equity,Southwest Airlines Co,US8447411088
SWN UN Equity,Southwestern Energy Co,US8454671095
SWK UN Equity,Stanley Black & Decker Inc,US8545021011
PSA UN Equity,Public Storage,US74460D1090
2370058D UN Equity,SunTrust Banks Inc,US8679141031
SYY UN Equity,Sysco Corp,US8718291078
ANDV UN Equity,Andeavor,US03349M1053
TXN UW Equity,Texas Instruments Inc,US8825081040
TXT UN Equity,Textron Inc,US8832031012
TMO UN Equity,Thermo Fisher Scientific Inc,US8835561023
2078185D UN Equity,Tiffany & Co,US8865471085
TJX UN Equity,TJX Cos Inc/The,US8725401090
GL UN Equity,Globe Life Inc,US37959E1029
TSS UN Equity,Total System Services Inc,US8919061098
ULTA UW Equity,Ulta Beauty Inc,US90384S3031
JCI UN Equity,Johnson Controls International plc,IE00BY7QL619
UNP UN Equity,Union Pacific Corp,US9078181081
UNH UN Equity,UnitedHealth Group Inc,US91324P1021
UNM UN Equity,Unum Group,US91529Y1064
MRO UN Equity,Marathon Oil Corp,US5658491064
VAR UN Equity,Varian Medical Systems Inc,US92220P1057
VTR UN Equity,Ventas Inc,US92276F1003
VFC UN Equity,VF Corp,US9182041080
VNO UN Equity,Vornado Realty Trust,US9290421091
VMC UN Equity,Vulcan Materials Co,US9291601097
WY UN Equity,Weyerhaeuser Co,US9621661043
WHR UN Equity,Whirlpool Corp,US9633201069
WEC UN Equity,WEC Energy Group Inc,US92939U1060
ADBE UW Equity,Adobe Inc,US00724F1012
AES UN Equity,AES Corp/The,US00130H1059
AMGN UW Equity,Amgen Inc,US0311621009
AAPL UW Equity,Apple Inc,US0378331005
ADSK UW Equity,Autodesk Inc,US0527691069
CTAS UW Equity,Cintas Corp,US1729081059
TAP UN Equity,Molson Coors Beverage Co,US60871R2094
MAR UW Equity,Marriott International Inc/MD,US5719032022
KLAC UW Equity,KLA Corp,US4824801009
MKC UN Equity,McCormick & Co Inc/MD,US5797802064
JWN UN Equity,Nordstrom Inc,US6556641008
PCAR UW Equity,PACCAR Inc,US6937181088
COST UW Equity,Costco Wholesale Corp,US22160K1051
SYK UN Equity,Stryker Corp,US8636671013
TSN UN Equity,Tyson Foods Inc,US9024941034
AMAT UW Equity,Applied Materials Inc,US0382221051
TWX UN Equity,Time Warner Inc,US8873173038
BBBYQ UW Equity,20230930-DK-Butterfly-1 Inc,US0758961009
AAL UW Equity,American Airlines Group Inc,US02376R1023
CAH UN Equity,Cardinal Health Inc,US14149Y1082
CELG UW Equity,Celgene Corp,US1510201049
CERN UW Equity,Cerner Corp,US1567821046
CINF UW Equity,Cincinnati Financial Corp,US1720621010
DHI UN Equity,DR Horton Inc,US23331A1097
FLS UN Equity,Flowserve Corp,US34354P1057
EA UW Equity,Electronic Arts Inc,US2855121099
ESRX UW Equity,Evernorth Health Inc,US30219G1085
EXPD UW Equity,Expeditors International of Washington Inc,US3021301094
FAST UW Equity,Fastenal Co,US3119001044
MTB UN Equity,M&T Bank Corp,US55261F1049
FI UW Equity,Fiserv Inc,US3377381088
FITB UW Equity,Fifth Third Bancorp,US3167731005
GILD UW Equity,Gilead Sciences Inc,US3755581036
HAS UW Equity,Hasbro Inc,US4180561072
HBAN UW Equity,Huntington Bancshares Inc/OH,US4461501045
WELL UN Equity,Welltower Inc,US95040Q1040
BIIB UW Equity,Biogen Inc,US09062X1037
RRC UN Equity,Range Resources Corp,US75281A1097
NTRS UW Equity,Northern Trust Corp,US6658591044
PAYX UW Equity,Paychex Inc,US7043261079
PBCT UW Equity,People's United Financial Inc,US7127041058
PDCO UW Equity,Patterson Cos Inc,US7033951036
QCOM UW Equity,QUALCOMM Inc,US7475251036
ROP UN Equity,Roper Technologies Inc,US7766961061
ROST UW Equity,Ross Stores Inc,US7782961038
AN UN Equity,AutoNation Inc,US05329W1027
SBUX UW Equity,Starbucks Corp,US8552441094
KEY UN Equity,KeyCorp,US4932671088
SPLS UW Equity,Staples Inc,US8550301027
STT UN Equity,State Street Corp,US8574771031
USB UN Equity,US Bancorp,US9029733048
GEN UW Equity,Gen Digital Inc,US6687711084
TROW UW Equity,T Rowe Price Group Inc,US74144T1088
WM UN Equity,Waste Management Inc,US94106L1098
WFM UW Equity,Whole Foods Market Inc,US9668371068
STZ UN Equity,Constellation Brands Inc,US21036P1084
XLNX UW Equity,Xilinx Inc,US9839191015
XRAY UW Equity,DENTSPLY SIRONA Inc,US24906P1093
ZION UW Equity,Zions Bancorp NA,US9897011071
ALK UN Equity,Alaska Air Group Inc,US0116591092
IVZ UN Equity,Invesco Ltd,BMG491BT1088
INTU UW Equity,Intuit Inc,US4612021034
MS UN Equity,Morgan Stanley,US6174464486
MCHP UW Equity,Microchip Technology Inc,US5950171042
HOLX UW Equity,Hologic Inc,US4364401012
CB UN Equity,Chubb Ltd,CH0044328745
CFG UN Equity,Citizens Financial Group Inc,US1746101054
CHKAQ UN Equity,Expand Energy Corp,US1651677437
ORLY UW Equity,O'Reilly Automotive Inc,US67103H1077
ALL UN Equity,Allstate Corp/The,US0200021014
FLIR UW Equity,FLIR Systems Inc,US3024451011
EQR UN Equity,Equity Residential,US29476L1070
BWA UN Equity,BorgWarner Inc,US0997241064
NFX UN Equity,Ovintiv Exploration Inc,US6512901082
URBN UW Equity,Urban Outfitters Inc,US9170471026
SPG UN Equity,Simon Property Group Inc,US8288061091
EMN UN Equity,Eastman Chemical Co,US2774321002
AVB UN Equity,AvalonBay Communities Inc,US0534841012
PRU UN Equity,Prudential Financial Inc,US7443201022
UPS UN Equity,United Parcel Service Inc,US9113121068
AIV UN Equity,Apartment Investment and Management Co,US03748R7474
WBA UW Equity,Walgreens Boots Alliance Inc,US9314271084
LMT UN Equity,Lockheed Martin Corp,US5398301094
COR UN Equity,Cencora Inc,US03073E1055
COF UN Equity,Capital One Financial Corp,US14040H1059
WAT UN Equity,Waters Corp,US9418481035
DLTR UW Equity,Dollar Tree Inc,US2567461080
DRI UN Equity,Darden Restaurants Inc,US2371941053
NTAP UW Equity,NetApp Inc,US64110D1046
GT UW Equity,Goodyear Tire & Rubber Co/The,US3825501014
CTXS UW Equity,Citrix Systems Inc,US1773761002
DVA UN Equity,DaVita Inc,US23918K1088
HIG UN Equity,Hartford Insurance Group Inc/The,US4165151048
IRM UN Equity,Iron Mountain Inc,US46284V1017
EL UN Equity,Estee Lauder Cos Inc/The,US5184391044
1518855D US Equity,Yahoo! Inc - Set up for Fundamental Purposes,
PFG UN Equity,Principal Financial Group Inc,US74251V1026
SRCL UW Equity,Stericycle Inc,US8589121081
UHS UN Equity,Universal Health Services Inc,US9139031002
ETFC UW Equity,E*TRADE Financial Corp,US2692464017
SWKS UW Equity,Skyworks Solutions Inc,US83088M1027
NOV UN Equity,NOV Inc,US62955J1034
DGX UN Equity,Quest Diagnostics Inc,US74834L1008
ATVI UW Equity,Activision Blizzard Inc,US00507V1098
ROK UN Equity,Rockwell Automation Inc,US7739031091
KHC UW Equity,Kraft Heinz Co/The,US5007541064
AMT UN Equity,American Tower Corp,US03027X1000
REGN UW Equity,Regeneron Pharmaceuticals Inc,US75886F1075
AMZN UW Equity,Amazon.com Inc,US0231351067
RL UN Equity,Ralph Lauren Corp,US7512121010
BXP UN Equity,BXP Inc,US1011211018
APH UN Equity,Amphenol Corp,US0320951017
HWM UN Equity,Howmet Aerospace Inc,US4432011082
PXD UN Equity,Pioneer Natural Resources Co,US7237871071
VLO UN Equity,Valero Energy Corp,US91913Y1001
1927294D UN Equity,L3 Technologies Inc,US5024131071
WU UN Equity,Western Union Co/The,US9598021098
CHRW UW Equity,CH Robinson Worldwide Inc,US12541W2098
TDG UN Equity,TransDigm Group Inc,US8936411003
ACN UN Equity,Accenture PLC,IE00B4BNMY34
YUM UN Equity,Yum! Brands Inc,US9884981013
PLD UN Equity,Prologis Inc,US74340W1036
FE UN Equity,FirstEnergy Corp,US3379321074
VRSN UW Equity,VeriSign Inc,US92343E1029
PWR UN Equity,Quanta Services Inc,US74762E1029
HSIC UW Equity,Henry Schein Inc,US8064071025
2558202D UW Equity,Scripps Networks Interactive Inc,US8110651010
NVDA UW Equity,NVIDIA Corp,US67066G1040
SEE UN Equity,Sealed Air Corp,US81211K1007
CTSH UW Equity,Cognizant Technology Solutions Corp,US1924461023
ISRG UW Equity,Intuitive Surgical Inc,US46120E6023
AMG UN Equity,Affiliated Managers Group Inc,US0082521081
AET UN Equity,Aetna Inc,US00817Y1082
RSG UN Equity,Republic Services Inc,US7607591002
EBAY UW Equity,eBay Inc,US2786421030
GS UN Equity,Goldman Sachs Group Inc/The,US38141G1040
SRE UN Equity,Sempra,US8168511090
MCO UN Equity,Moody's Corp,US6153691059
BKNG UW Equity,Booking Holdings Inc,US09857L1089
FFIV UW Equity,F5 Inc,US3156161024
AKAM UW Equity,Akamai Technologies Inc,US00971T1016
RAI UN Equity,Reynolds American Inc,US7617131062
DVN UN Equity,Devon Energy Corp,US25179M1036
GOOGL UW Equity,Alphabet Inc,US02079K3059
RHT UN Equity,Red Hat Inc,US7565771026
ALLE UN Equity,Allegion plc,IE00BFRT3W74
NFLX UW Equity,Netflix Inc,US64110L1061
A UN Equity,Agilent Technologies Inc,US00846U1016
ELV UN Equity,Elevance Health Inc,US0367521038
CME UW Equity,CME Group Inc,US12572Q1058
JNPR UN Equity,Juniper Networks Inc,US48203R1041
9903115D UN Equity,Blackrock Finance Inc,US09247X1019
DTE UN Equity,DTE Energy Co,US2333311072
NDAQ UW Equity,Nasdaq Inc,US6311031081
PM UN Equity,Philip Morris International Inc,US7181721090
CRM UN Equity,Salesforce Inc,US79466L3024
MET UN Equity,MetLife Inc,US59156R1086
UA UN Equity,Under Armour Inc,US9043112062
1856613D UN Equity,Monsanto Co,US61166W1018
TPR UN Equity,Tapestry Inc,US8760301072
FLR UN Equity,Fluor Corp,US3434121022
CSX UW Equity,CSX Corp,US1264081035
1806854D UN Equity,Dun & Bradstreet Corp/The,US26483E1001
EW UN Equity,Edwards Lifesciences Corp,US28176E1082
AMP UN Equity,Ameriprise Financial Inc,US03076C1062
XEL UN Equity,Xcel Energy Inc,US98389B1008
COL UN Equity,Rockwell Collins Inc,US7743411016
ZBH UN Equity,Zimmer Biomet Holdings Inc,US98956P1021
CBRE UN Equity,CBRE Group Inc,US12504L1098
SIG UN Equity,Signet Jewelers Ltd,BMG812761002
MA UN Equity,Mastercard Inc,US57636Q1040
KMX UN Equity,CarMax Inc,US1431301027
ICE UN Equity,Intercontinental Exchange Inc,US45866F1049
FIS UN Equity,Fidelity National Information Services Inc,US31620M1062
CMG UN Equity,Chipotle Mexican Grill Inc,US1696561059
WYNN UW Equity,Wynn Resorts Ltd,US9831341071
AIZ UN Equity,Assurant Inc,US04621X1081
NRG UN Equity,NRG Energy Inc,US6293775085
MNST UW Equity,Monster Beverage Corp,US61174X1090
RF UN Equity,Regions Financial Corp,US7591EP1005
TDC UN Equity,Teradata Corp,US88076W1036
MOS UN Equity,Mosaic Co/The,US61945C1036
EXPE UW Equity,Expedia Group Inc,US30212P3038
DISCA UW Equity,Warner Bros Discovery Inc,US25470F1049
CF UN Equity,CF Industries Holdings Inc,US1252691001
VIAB UW Equity,Viacom Inc,US92553P2011
GOOG UW Equity,Alphabet Inc,US02079K1079
TNL UN Equity,Travel + Leisure Co,US8941641024
FSLR UW Equity,First Solar Inc,US3364331070
MJN UN Equity,Mead Johnson Nutrition Co,US5828391061
9983490D UN Equity,TE Connectivity Ltd,CH0102993182
COO UN Equity,Cooper Cos Inc/The,US2166485019
DFS UN Equity,Discover Financial Services,US2547091080
TRIP UW Equity,TripAdvisor Inc,US8969452015
KDP UN Equity,Keurig Dr Pepper Inc,US49271V1008
V UN Equity,Visa Inc,US92826C8394
MAA UN Equity,Mid-America Apartment Communities Inc,US59522J1034
XYL UN Equity,Xylem Inc/NY,US98419M1009
MPC UN Equity,Marathon Petroleum Corp,US56585A1025
TSCO UW Equity,Tractor Supply Co,US8923561067
LVLT UN Equity,Level 3 Communications Inc,US52729N3089
MTD UN Equity,Mettler-Toledo International Inc,US5926881054
ALB UN Equity,Albemarle Corp,US0126531013
RIG UN Equity,Transocean Ltd,CH0048265513
ESS UN Equity,Essex Property Trust Inc,US2971781057
GGP UN Equity,Brookfield Properties Retail Holding LLC,US36174X1019
O UN Equity,Realty Income Corp,US7561091049
WRK UN Equity,Westrock Co,US96145D1054
WDC UW Equity,Western Digital Corp,US9581021055
CHD UN Equity,Church & Dwight Co Inc,US1713401024
FRT UN Equity,Federal Realty Investment Trust,US3137451015
LNT UN Equity,Alliant Energy Corp,US0188021085
JBHT UW Equity,JB Hunt Transport Services Inc,US4456581077
LRCX UW Equity,Lam Research Corp,US5128073062
MHK UN Equity,Mohawk Industries Inc,US6081901042
PNR UN Equity,Pentair PLC,IE00BLS09M33
VRTX UW Equity,Vertex Pharmaceuticals Inc,US92532F1003
META UW Equity,Meta Platforms Inc,US30303M1027
URI UN Equity,United Rentals Inc,US9113631090
UAL UN Equity,United Airlines Holdings Inc,US9100471096
DAL UN Equity,Delta Air Lines Inc,US2473617023
NAVI UW Equity,Navient Corp,US63938C1080
MNKKQ UN Equity,Mallinckrodt PLC,IE00BBGT3753
STX UW Equity,Seagate Technology Holdings PLC,IE00BKVD2N49
CNC UN Equity,Centene Corp,US15135B1017
MAC UN Equity,Macerich Co/The,US5543821012
MLM UN Equity,Martin Marietta Materials Inc,US5732841060
EVHC UN Equity,Envision Healthcare Corp,US29414D1000
PYPL UW Equity,PayPal Holdings Inc,US70450Y1038
COTY UN Equity,Coty Inc,US2220702037
ALXN UW Equity,Alexion Pharmaceuticals Inc/MA,US0153511094
NWSA UW Equity,News Corp,US65249B1098
GPN UN Equity,Global Payments Inc,US37940X1028
CCI UN Equity,Crown Castle Inc,US22822V1017
9991429D UN Equity,Aptiv Irish Holdings Ltd,JE00B783TY65
AAP UN Equity,Advance Auto Parts Inc,US00751Y1064
CPRI UN Equity,Capri Holdings Ltd,VGG1890L1076
ILMN UW Equity,Illumina Inc,US4523271090
AYI UN Equity,Acuity Inc,US00508Y1029
BFH UN Equity,Bread Financial Holdings Inc,US0185811082
LKQ UW Equity,LKQ Corp,US5018892084
NLSN UN Equity,Nielsen Holdings Ltd,GB00BWFY5505
GRMN UW Equity,Garmin Ltd,CH0114405324
XEC UN Equity,Coterra Energy Operating Co,US1717981013
ZTS UN Equity,Zoetis Inc,US98978V1035
EQIX UW Equity,Equinix Inc,US29444U7000
DLR UN Equity,Digital Realty Trust Inc,US2538681030
DISCK UW Equity,Warner Bros Discovery Inc,US25470F3029
ADI UW Equity,Analog Devices Inc,US0326541051
ABT UN Equity,Abbott Laboratories,US0028241000
1697067D UN Equity,Dow Chemical Co/The,US2605431038
FCX UN Equity,Freeport-McMoRan Inc,US35671D8570
HAR UN Equity,Harman International Industries Inc,US4130861093
MU UW Equity,Micron Technology Inc,US5951121038
PBI UN Equity,Pitney Bowes Inc,US7244791007
WMB UN Equity,Williams Cos Inc/The,US9694571004
CMCSA UW Equity,Comcast Corp,US20030N1019
STJ UN Equity,St Jude Medical Inc,US7908491035
LLTC UW Equity,Linear Technology Corp,US5356781063
PARA UN Equity,Paramount Global,US92556H2067
AGN UN Equity,Allergan UnLtd Co,IE00BY9D5467
MCK UN Equity,McKesson Corp,US58155Q1031
FTI UN Equity,TechnipFMC PLC,GB00BDSFG982
1539941D UN Equity,Spectra Energy LLC,US8475601097
ENDPQ UW Equity,Endo International PLC,IE00BJ3V9050
